"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 18 23:49:28 CST 2021","Mon Jan 18 23:49:48 CST 2021","19472","","TestAddContact","Test_Case","","","test_add_contact[contactdata1]",""
"passed","Mon Jan 18 23:49:05 CST 2021","Mon Jan 18 23:49:28 CST 2021","23539","","TestAddContact","Test_Case","","","test_add_contact[contactdata0]",""
